epoch,layer_1,layer_2,layer_3,layer_4,total_time
0,0.03606870590763934,0.021677063523846515,0.020145543520064917,0.01967002354343148,0.09756133649498225
1,0.03577916239771773,0.021800997651675168,0.02014174120610251,0.01990302119184943,0.09762492244734484
2,0.03626435763695661,0.021687491794719415,0.01987772235099007,0.019908178794909925,0.09773775057757603
3,0.03582411294912591,0.021582832943428967,0.019974475301363887,0.019795501222286155,0.09717692241620492
4,0.03581319529344054,0.021669383522342232,0.02051742118290242,0.020010578831767333,0.09801057883045253
5,0.035966720013495754,0.0220023340907167,0.020170014147811076,0.019660536467152483,0.09779960471917601
6,0.0360198400125784,0.022352451756596566,0.020412310591953642,0.019856564718134264,0.09864116707926288
7,0.035826823590871165,0.021561901181497995,0.02023909645702909,0.019870531780316548,0.0974983530097148
8,0.036081204708008206,0.021779124706107027,0.02056346354239127,0.0198350682372556,0.0982588611937621
9,0.036195614120977763,0.02211791057139635,0.02050066823906758,0.019927905898760347,0.09874209883020205
10,0.03611791057621731,0.021920112925855554,0.02011497415821342,0.019916348242584397,0.09806934590287068
11,0.036259237679050246,0.022064865893300842,0.020289769453160904,0.02032218351302778,0.09893605653853976
12,0.036546032886733026,0.021972254111486324,0.020390701158081784,0.020261082373121204,0.09917007052942234
13,0.03665833412286113,0.022215868260930565,0.020632771768552414,0.020272489404853652,0.09977946355719776
14,0.036385543508564724,0.02209566115456469,0.020548367068609772,0.020210032936404734,0.09923960466814392
15,0.03650134585797787,0.021908329414094197,0.020401581214631304,0.020064602358376277,0.09887585884507964
16,0.036107858745929075,0.022295943509568185,0.02057475765400073,0.02018236236756339,0.09916092227706139
17,0.03616406591280418,0.021847115290515563,0.020329712964594363,0.01984067765448023,0.09818157182239434
18,0.036213759907028256,0.021930541194537106,0.020427181192618958,0.020064828249023243,0.09863631054320755
19,0.03677409882273744,0.02198177881538868,0.02017208476934363,0.0197671905751614,0.09869515298263115
20,0.0364127999325009,0.021751378781216985,0.020365251773858773,0.01977249883553561,0.09830192932311227
21,0.03634898816837984,0.022012009414679862,0.020132178819793112,0.019742494179483722,0.09823567058233652
22,0.03663841878885732,0.022213797630632626,0.020376621188924592,0.019851971774855082,0.09908080938326962
23,0.036580216468257064,0.02169460707289331,0.02030546826255672,0.019789289409185156,0.09836958121289226
24,0.03683983058833024,0.022071190548732002,0.02113344003829886,0.02014170357847915,0.10018616475384025
25,0.03697276239447734,0.02193016469478607,0.020402597625027684,0.01993991529021193,0.09924544000450301
26,0.03699060713981881,0.021802428274908487,0.020542870586847558,0.020212705891360254,0.09954861189293512
27,0.037450955365510546,0.022138428216909662,0.020749741179101607,0.02032598586862578,0.1006651106301476
28,0.036750042324557024,0.02218051759635701,0.02029835294932127,0.020273355298182544,0.09950226816841784
29,0.03646482819581733,0.022043708236340213,0.02033837178174187,0.02016929883071605,0.09901620704461547
30,0.03637865409693297,0.021882051797035864,0.020129204703604475,0.02001231060089434,0.09840222119846766
31,0.0362217411508455,0.022049280001836664,0.02036739767912556,0.01981492708053659,0.09845334591234431
32,0.03630701175726512,0.02191295999157078,0.020198701212511345,0.020449995280188673,0.09886866824153592
33,0.03654509179513244,0.02215616002898006,0.020430268274948878,0.020065920026425054,0.09919744012548644
34,0.03622569412431296,0.021993261183447698,0.020351397651521597,0.019894512920256922,0.09846486587953918
35,0.036597910602303114,0.021985242301050353,0.020367472927798242,0.02019109646406244,0.09914172229521415
36,0.03632384000236497,0.021876178797991835,0.020483614173443878,0.020164141207933427,0.09884777418173411
37,0.03676773642354152,0.02207363764371942,0.020342061199686106,0.019841392947470442,0.09902482821441749
38,0.03661022116156185,0.021991905885584213,0.020269289404592092,0.020001543538973612,0.09887295999071177
39,0.03640960000674514,0.02209159530699253,0.020357044694178244,0.01980769883183872,0.09866593883975464
40,0.035645590536296366,0.022086174091433777,0.020460649432943148,0.02001712939975893,0.09820954346043222
41,0.03604946826968123,0.021683162330266306,0.020091821189750645,0.019671077642808944,0.09749552943250712
42,0.03616447997224682,0.022078117673449655,0.02033487063339528,0.02003621647901395,0.09861368475810571
43,0.03592466821127078,0.021866240021498763,0.019762748262899765,0.019723896467510393,0.0972775529631797
44,0.03533146358149893,0.021849712937632028,0.020026014109744746,0.01967540709192262,0.09688259772079832
45,0.036546635353828176,0.02212619293919381,0.02039247058551101,0.02003738353138461,0.09910268240991761
46,0.03629756232833161,0.02174068704685744,0.020452367078293773,0.020130409401129274,0.09862102585461209
47,0.035957007015890934,0.021601280017810708,0.020051840015632264,0.019777091785388834,0.09738721883472273
48,0.03599047532852958,0.021926437633879043,0.020070663526215973,0.019934268262894714,0.09792184475151931
49,0.035866089388728144,0.02175427764435025,0.01997086118468467,0.01975273409529644,0.0973439623130595
